Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Matilda,Pettersson,Bäckgatan 832,Sundsvall,96649,Sverige,SE,19601202-0297,+46,+46 (0)8 557 506 02,1960-12-02,True
Henrik,Moberg,Skolgatan 6,Umeå,20496,Sverige,SE,19660602-3105,+46,0237-62 98 59,1966-06-02,True
Karoline,Aune,Strømmoen 090,Paulsen,5035,Norge,NO,19510123-3465,+47,961 90 806,1951-01-23,True
Kristy,Johnson,Short Roads 0619,Morganbury,76934,Danmark,DK,19481111-4287,+45,2912905152,1948-11-11,True
Lisa,Lane,Lynch Pass 846,Reginaside,26286,Danmark,DK,19600130-2234,+45,+1-205-289-0323x805,1960-01-30,True
Emil,Juvonen,Vaakalinnunkatu 0,Seinäjoki,44472,Finland,FI,19970324-027H,+358,+358998644185,1997-03-24,True
Johannes,Virtanen,Runoilijankuja 85,Eckerö,13143,Finland,FI,19950331-2422,+358,(+358) 734032557,1995-03-31,True
Jesse,Smith,Beard Crossing 6892,North Kellyhaven,06952,Danmark,DK,19930616-2786,+45,(326)403-8464,1993-06-16,True
Therése,Åkesson,Stortorget 5,Uddevalla,61027,Sverige,SE,19790426-5449,+46,0122-70 49 86,1979-04-26,True
Anna,Engen,Hellandengen 62,Mariusby,3021,Norge,NO,19481225-6658,+47,984 89 339,1948-12-25,True
Gustav,Lindqvist,Storstigen 75,Östersund,32791,Sverige,SE,19990105-8389,+46,0769-58 04 95,1999-01-05,True
Eva,Hedberg,Trädgårdsstigen 969,Karlskrona,78202,Sverige,SE,19900301-1095,+46,002-811 80 22,1990-03-01,True
Kerstin,Magnusson,Trädgårdsstigen 1,Uddevalla,60286,Sverige,SE,19570218-8590,+46,033-32 42 91,1957-02-18,True
Viktoria,Bengtsson,Industristigen 51,Sandviken,26785,Sverige,SE,19650115-1665,+46,08-535 401 97,1965-01-15,True
Tuomas,Nikula,Orvokkikatu 53,Mänttä-Vilppula,45254,Finland,FI,19851002-861M,+358,+358 77 5836114,1985-10-02,True
Karl,Öhman,Fabriksstigen 33,Kalmar,91442,Sverige,SE,19700816-9033,+46,063-59 79 43,1970-08-16,True
Katarina,Andersson,Stationsstigen 63,Örebro,87346,Sverige,SE,19691016-7448,+46,+46 (0)099 622 75,1969-10-16,True
Linnéa,Lundkvist,Parkgatan 0,Kristianstad,69053,Sverige,SE,19440901-6344,+46,0241-003 76,1944-09-01,True
Bjørg,Henriksen,Knudsenhaugen 1,Pettersen,5677,Norge,NO,19930703-2300,+47,91226594,1993-07-03,True
Taylor,Morales,Gonzalez Valley 6556,Maryberg,03789,Danmark,DK,19700108-9717,+45,423-954-3672x93979,1970-01-08,True
Hans,Karlsson,Trädgårdsvägen 68,Jönköping,38291,Finland,SE,19960530-3018,+46,08-561 048 51,1996-05-30,True
Bo,Ekström,Trädgårdsgränd 86,Landskrona,16841,Sverige,SE,19780604-8354,+46,0265-06 03 77,1978-06-04,True
Matilda,Lindholm,Järnvägstorget 762,Uppsala,95393,Sverige,SE,19970916-5642,+46,08-00 55 62,1997-09-16,True
Helena,Boman,Järnvägsgränd 406,Piteå,16988,Sverige,SE,19960803-7930,+46,065-976 79 93,1996-08-03,True
Lilly,Jonsson,Parkvägen 5,Helsingborg,27020,Sverige,SE,19680512-6671,+46,+46 (0)016 672 86,1968-05-12,True
Minna,Karvinen,Maasalonbulevardi 9,Puumala,81994,Finland,FI,19981012-870L,+358,+358 52 5166493,1998-10-12,True
Michael,Jansson,Skolstigen 8,Eskilstuna,10385,Sverige,SE,19960530-5772,+46,000-83 28 51,1996-05-30,True
Maria,Pettersson,Stationstorget 6,Karlskoga,27573,Sverige,SE,19911115-6202,+46,+46 (0)8 521 803 78,1991-11-15,True
Hans,Holmberg,Strandgatan 951,Skövde,96325,Sverige,SE,19910529-8462,+46,08-88 50 74,1991-05-29,True
Thomas,Månsson,Kvarngatan 654,Luleå,93739,Sverige,SE,19760830-5883,+46,031-15 16 40,1976-08-30,True
Åse,Ruud,Berntsenhaugen 35,Brekke,9752,Norge,NO,19630415-2804,+47,57 25 43 92,1963-04-15,True
Tommy,Olofsson,Nytorget 30,Varberg,77519,Sverige,SE,19860511-7643,+46,023-807 35 29,1986-05-11,True
Gustav,Dahlgren,Trädgårdsstigen 3,Lund,19495,Sverige,SE,20001128-1587,+46,08-93 50 89,2000-11-28,True
André,Johansson,Industrigatan 3,Helsingborg,53348,Sverige,SE,19721016-6603,46,+46 (0)8 683 037 47,1972-10-16,True
Kenneth,Bakke,Aasengata 9C,Knutsen,7927,Norge,NO,19630217-5602,+47,48216002,1963-02-17,True
Grete,Hanssen,Rønningvika 532,Holm,9326,Norge,NO,19410217-5379,+47,420 95 255,1941-02-17,True
Mike,Collins,Hensley Manors 2898,Levystad,35883,Danmark,DK,19701013-4530,+45,6673711582,1970-10-13,True
Agnes,Olsson,Kyrkstigen 7,Lund,73498,Sverige,SE,19511013-6475,+46,092-22 44 87,1951-10-13,True
Gudrun,Johansson,Skolvägen 904,Karlskoga,46306,Sverige,SE,19400727-9617,+46,+46 (0)96 97 37 38,1940-07-27,True
Elisabet,Petersson,Grangatan 701,Skövde,13798,Sverige,SE,19890509-1379,+46,08-54 15 92,1989-05-09,True
Margareta,Karlsson,Aspvägen 27,Nyköping,89008,Sverige,SE,19990303-6631,+46,0007-08 69 12,1999-03-03,True
Solveig,Solberg,Vikstien 38,Kjetilås,5113,Norge,NO,19890223-3042,+47,442 22 181,1989-02-23,True
Riitta,Parviainen,Gyldénintie 268,Sottunga,97381,Finland,FI,19750206-2348,+358,+358580213999,1975-02-06,True
Carl,Larsson,Storgatan 689,Trollhättan,30886,Sverige,SE,19870812-4174,+46,+46 (0)60 18 59 92,1987-08-12,True
Charlotte,Hansen,Daugherty Ville 08997,Meyerston,21053,Danmark,DK,19400117-0299,+45,4039727868,1940-01-17,True
Sirpa,Keränen,Nils Westermarckin tie 883,Muonio,57085,Finland,FI,19760114-615C,+358,(+358) 311897724,1976-01-14,True
Stefan,Bengtsson,Bäckgränd 1,Umeå,55229,Sverige,SE,19500301-6061,+46,08-503 20 65,1950-03-01,True
Lars,Engström,Aspvägen 992,Lund,31603,Sverige,SE,19641217-0552,+46,037-02 04 21,1964-12-17,True
Jan,Arnesen,Evensenvika 4,Antonsen,5943,Norge,NO,19650812-3840,+47,40040399,1965-08-12,True
Michael,Carter,Ellis Ranch 06795,Patriciaborough,78868,Danmark,DK,19460207-7155,+45,475-471-0220x8202,1946-02-07,True
Marcus,Börjesson,Aspstigen 86,Landskrona,11739,Sverige,SE,19550904-3685,+46,0844-267 89,1955-09-04,True
Jimmy,Garza,Snyder Loop 68374,Port Angelashire,66874,Danmark,DK,19610516-0317,+45,299-237-1220x397,1961-05-16,True
Amanda,Herman,Justin Station 4541,New Donaldfort,79546,Danmark,DK,19930208-1845,+45,+1-845-915-1812,1993-02-08,True
Jessica,Burton,Hill Branch 3210,Michellebury,04078,Danmark,DK,19440221-0537,+45,001-822-569-9955,1944-02-21,True
Dana,Ellis,John Circles 634,South Bonnieborough,90814,Danmark,DK,19401013-5321,+45,(496)895-4804x8724,1940-10-13,True
Finn,Birkeland,Aliplassen 52,Synnøvemark,9692,Norge,NO,19590715-1261,+47,40798632,1959-07-15,True
Jalmari,Pöllänen,Nervanderinkuja 7,Kärsämäki,10417,Finland,FI,19931225-896C,+358,0647434838,1993-12-25,True
Britt-Marie,Dahlström,Parkgatan 46,Umeå,41867,Sverige,SE,19860412-1116,+46,08-295 466 94,1986-04-12,True
Ellen,Ali,Abrahamsenalléen 8,Dahl,6051,Norge,NO,19990526-3695,+47,+47 88 83 72 46,1999-05-26,True
Elias,Svärd,Skoltorget 0,Kalmar,67693,Sverige,SE,19480928-0092,+46,005-491 74 79,1948-09-28,True
Nora,Aune,Amundsenskrenten 423,Hanssen,2925,Norge,NO,19810409-5559,+47,97126356,1981-04-09,True
Emily,Lawrence,Garcia Circles 71687,Leefort,19189,Danmark,DK,19830521-2953,+45,789-362-9358,1983-05-21,True
Markus,Mäenpää,Maasalonkatu 677,Lestijärvi,48440,Finland,FI,19520417-1591,+358,0582597260,1952-04-17,True
Simen,Tveit,Bøehøgda 2B,Toveborg,0643,Norge,NO,19860407-8527,+47,477 65 024,1986-04-07,True
Audrey,Young,Smith Club 93333,Jonathanhaven,43483,Danmark,DK,19521220-5187,+45,779-417-5592x49995,1952-12-20,True
Kayla,Mccann,Samantha Point 877,Wilsontown,36031,Danmark,DK,19550617-5510,+45,+1-343-410-4367x27451,1955-06-17,True
Sune,Olsson,Granstigen 152,Malmö,22789,Sverige,SE,19810606-5472,+46,08-117 20 88,1981-06-06,True
Thomas,Williamson,Mckay Hollow 27281,Matthewshire,15113,Danmark,DK,19720114-9770,+45,+1-553-719-2578x5888,1972-01-14,True
Kelly,Nelson,Fletcher Prairie 596,East Dawnbury,31122,Danmark,DK,19901223-4471,+45,751-524-0781x620,1990-12-23,True
Johan,Håkansson,Nygatan 79,Karlstad,63037,Sverige,SE,19670310-4201,+46,076-442 02 00,1967-03-10,True
Maria,Hansson,Skolvägen 0,Nyköping,41054,Sverige,SE,19980413-1888,+46,+46 (0)8 882 964 67,1998-04-13,True
Anna,Arvidsson,Backtorget 4,Piteå,49025,Danmark,SE,19410222-3358,+46,08-62 65 15,1941-02-22,True
Isaac,Walker,Martin Mall 072,Caitlinfort,57736,Danmark,DK,19401217-9246,+45,001-622-885-3223x215,1940-12-17,True
Michael,Becker,Michael Ramp 1407,North Thomasmouth,42100,Danmark,DK,19630818-2897,+45,001-433-642-5131,1963-08-18,True
Jorma,Mäki,Betleheminbulevardi 55,Paimio,56698,Finland,FI,19640427-251D,+358,+358 503649639,1964-04-27,True
Ingeborg,Nygren,Ringgatan 07,Lidköping,34497,Sverige,SE,19951229-9497,+46,08-687 42 99,1995-12-29,True
Linnea,Björk,Strandtorget 215,Borlänge,97749,Norge,SE,19831212-7247,+46,+46 (0)01 89 71 71,1983-12-12,True
Alice,Myers,Susan Roads 39644,Greenburgh,36781,Danmark,DK,19421229-5551,+45,(205)843-0292,1942-12-29,True
Hannah,Ho,Davis Roads 7547,East Christopherland,25799,Danmark,DK,19990620-8616,+45,357.744.4516x12054,1999-06-20,True
Nicklas,Bergman,Skolgränd 66,Västerås,56605,Sverige,SE,19890504-2543,+46,+46 (0)8 656 806 47,1989-05-04,True
Eirik,Thorsen,Eidekollen 45,Nguyen,6065,Norge,NO,19741211-5799,+47,+47 46 27 45 02,1974-12-11,True
Håkan,Karlsson,Villastigen 8,Uppsala,40863,Sverige,SE,19920331-2211,+46,08-358 213 83,1992-03-31,True
Ryan,Brown,Beth Drive 164,Johnside,42114,Danmark,DK,19681009-3460,+45,001-582-264-4919,1968-10-09,True
Linn,Ruud,Madsenlia 444,Aas,3642,Norge,NO,19940516-0856,+47,92475456,1994-05-16,True
Aud,Aune,Jacobsenkollen 6,Christensen,7789,Norge,NO,19421110-3625,+47,40318137,1942-11-10,True
David,Montgomery,Allen Oval 318,Lambertview,97221,Danmark,DK,19541108-2743,+45,656.300.4008x969,1954-11-08,True
Birgit,Persson,Kyrkotorget 5,Växjö,61111,Sverige,SE,19780111-1458,+46,+46 (0)58 97 49 60,1978-01-11,True
Caroline,Nilsson,Trädgårdsgatan 773,Landskrona,81573,Sverige,SE,19860527-9850,+46,086-203 66 65,1986-05-27,True
Esko,Seppälä,Döbelninbulevardi 2,Rääkkylä,81986,Finland,FI,19950712-3533,+358,+358711843191,1995-07-12,True
Christian,Karlsson,Grangatan 18,Karlskrona,81110,Sverige,SE,19750322-1913,+46,08-10 74 64,1975-03-22,True
Mats,Olofsson,Åkervägen 766,Kalmar,85610,Sverige,SE,19780620-9392,+46,0198-56 19 16,1978-06-20,True
Emanuel,Dahlgren,Järnvägsstigen 445,Kalmar,14318,Sverige,SE,19940212-9560,+46,0131-941 77,1994-02-12,True
Valdemar,Kettunen,Orvokkibulevardi 86,Siilinjärvi,77553,Finland,FI,19770303-226D,+358,0207658999,1977-03-03,True
Per,Nilsson,Nyvägen 3,Halmstad,98373,Sverige,SE,19870625-6165,+46,0308-49 64 46,1987-06-25,True
Linda,Simonsen,Bergeggen 8,Karindal,3932,Norge,NO,19890531-8727,+47,+47 47 20 66 00,1989-05-31,True
Alexander,Svendsen,Jenssenbakken 016,Sivstad,5915,Norge,NO,19420212-3294,+47,46591411,1942-02-12,True
Elvira,Lundberg,Genstigen 277,Växjö,21106,Sverige,SE,19470929-6560,+46,+46 (0)8 406 682 39,1947-09-29,True
Edward,Williamson,Hamilton Branch 7943,Smithside,06144,Danmark,DK,19590630-8182,+45,001-662-858-7434x4192,1959-06-30,True
Bo,Olofsson,Parkgränd 014,Norrköping,66801,Sverige,SE,19810827-8432,+46,08-454 97 33,1981-08-27,True
Irene,Sivertsen,Aasfaret 25E,Eliseø,0201,Norge,NO,19460120-2672,+47,93023711,1946-01-20,True
Michael,Fisher,Torres Isle 2520,Julieview,55236,Danmark,DK,19910325-3618,+45,(928)850-5255,1991-03-25,True
Ann,Crawford,Andrews Parkway 884,South Annton,84953,Danmark,DK,20000901-1906,+45,(884)983-0993x125,2000-09-01,True
Olivia,Axelsson,Skolgatan 29,Borlänge,80197,Sverige,SE,19911219-1468,+46,+46 (0)8 383 652 71,1991-12-19,True
Georg,Nordström,Furuvägen 81,Göteborg,91123,Sverige,SE,19971020-7472,+46,+46 (0)431 398 14,1997-10-20,True
Anders,Sjöberg,Fabriksgatan 03,Västerås,20657,Sverige,SE,19770429-4428,+46,+46 (0)8 190 426 25,1977-04-29,True
Gustaf,Bengtsson,Aspgatan 158,Ängelholm,48946,Sverige,SE,19871205-5677,+46,+46 (0)33 19 25 44,1987-12-05,True
Jonas,Abrahamsson,Parkgatan 3,Linköping,37713,Sverige,SE,19680211-5213,+46,099-247 57 80,1968-02-11,True
Frode,Ellingsen,Lienmoen 73,Anetteby,8369,Norge,NO,19490524-3268,+47,417 41 794,1949-05-24,True
Tove,Strand,Nygårdhøgda 7C,Sæther,4926,Norge,NO,19920420-0893,+47,27 67 09 89,1992-04-20,True
Erika,Andersson,Fabriksgatan 64,Landskrona,61793,Sverige,SE,19430701-6966,+46,+46 (0)8 076 483 94,1943-07-01,True
Karin,Holmgren,Ektorget 95,Skellefteå,94811,Sverige,SE,19970807-6058,+46,070-35 50 98,1997-08-07,True
Roar,Ruud,Birkelandsvingen 59,Andersen,3199,Norge,NO,19610525-0098,+47,+4784548317,1961-05-25,True
Mari,Dahlström,Järnvägsvägen 74,Karlskoga,15470,Sverige,SE,19931212-6106,+46,093-65 94 87,1993-12-12,True
Audrey,Perez,Wendy Garden 5589,Mcfarlandburgh,43305,Danmark,DK,19560703-6728,+45,+1-509-489-2931,1956-07-03,True
Mattias,Karlsson,Industrivägen 498,Karlskrona,38273,Sverige,SE,19880807-2515,+46,08-383 31 46,1988-08-07,True
James,Henry,Miller Viaduct 00174,Andrewstown,25572,Danmark,DK,19760928-9457,+45,+1-780-561-4899x93017,1976-09-28,True
Erik,Fletcher,Evelyn Lights 652,Alexanderberg,39764,Danmark,DK,19780506-6649,+45,001-638-646-1833x329,1978-05-06,True
Gabriel,Castro,Snyder Trail 9939,South Christopher,63318,Danmark,DK,19780204-3288,+45,255-898-4895x1148,1978-02-04,True
Ingrid,Lindqvist,Stationsgatan 15,Uddevalla,78266,Sverige,SE,19780730-4988,+46,+46 (0)492 783 33,1978-07-30,True
Kalevi,Nieminen,Orvokkitie 4,Savonlinna,74080,Finland,FI,19561020-4721,+45,(+358) 024749101,1956-10-20,True
James,Smith,Mark Inlet 6619,South Samantha,52706,Danmark,DK,19880828-0441,+45,682.533.9388x416,1988-08-28,True
Katarina,Johansson,Björkvägen 05,Landskrona,92877,Sverige,SE,19901110-1673,+46,0497-929 60,1990-11-10,True
Michael,Wagner,Gibson Glen 777,Ericfort,33015,Danmark,DK,19641104-9560,+46,975.208.6786x43064,1964-11-04,True
Michael,Mccall,Kevin Turnpike 6467,Garciaburgh,14311,Danmark,DK,19441102-1060,+45,486.324.0498x3557,1944-11-02,True
Mikael,Jakobsson,Björkgatan 0,Lund,10873,Sverige,SE,19970530-0287,+46,+46 (0)34 89 94 33,1997-05-30,False
Karin,Johansen,Fredriksenhagen 80,Ingridstad,6237,Norge,NO,19450210-2951,+47,97973926,1945-02-10,True
Erika,Gill,Fields Manors 741,Maryhaven,57541,Danmark,DK,19820414-0995,+45,+1-324-943-4815,1982-04-14,True
Anna-Liisa,Keinänen,Gneissikatu 296,Pornainen,78694,Finland,FI,19880122-6201,+358,(+358) 393576990,1988-01-22,True
Stig,Andersson,Storstigen 94,Ängelholm,49197,Sverige,SE,19500710-4505,+46,035-93 05 44,1950-07-10,True
Veijo,Laurila,Iespolku 94,Lieksa,11674,Finland,FI,19431028-700U,+358,+358666198587,1943-10-28,True
William,Trujillo,Debbie Via 17231,Josephberg,01582,Danmark,DK,19421230-5185,+45,001-786-759-9967x0166,1942-12-30,True
Bengt,Jansson,Kyrkvägen 03,Karlstad,11201,Sverige,SE,19720910-9293,+46,08-011 80 42,1972-09-10,True
Juan,Lopez,Parker Shore 1530,Clarkland,46067,Danmark,DK,19731127-2926,+45,+1-441-997-8432x6598,1973-11-27,True
Annikki,Hiltunen,Runokylänpolku 000,Loppi,08132,Finland,FI,19570826-024W,+358,+358 881910523,1957-08-26,True
Anneli,Hagström,Aspstigen 69,Sandviken,74040,Sverige,SE,19510410-7471,+46,08-07 08 16,1951-04-10,True
Jessica,Fisher,Dennis Circles 91081,Port Timothyfurt,46216,Danmark,DK,19850726-0455,+45,(423)528-5584,1985-07-26,True
Karen,Edvardsen,Edvardsenjordet 5D,Theasjøen,2637,Norge,NO,19460723-3972,+47,01 38 57 47,1946-07-23,True
Hans,Lundqvist,Fabriksvägen 31,Karlstad,74652,Sverige,SE,19550714-9065,+46,08-726 55 58,1955-07-14,True
